Srno,EnglishRecepie,FlavourProfile,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Diet,Course,Cuisine,Region,StringCleanedLowerIngredientsFiltered,ProcessedCleanedLoweredIngredientsFiltered,common_alergens,URL
1479,Aloo Subz Dum Biryani Recipe,Spicy,20,50,70,4,Vegetarian,Lunch,North Indian Recipes,North India,potatoes aloo cubed onion carrot carrot green beans french beans del monte corn kernels washed boiled tomato laung laung elaichi stick dalchini chilli haldi haldi green chilli length wise curd curd curd whisked garam masala ginger garlic salt ghee basmati rice washed water min laung laung cardamom elaichi podsseeds elaichi stick dalchini ginger garlic salt coriander coriander lemon juice garam masala saffron strands dissolved milk caramelized onions ghee,"['potatoes', 'aloo', 'peeled', 'cubed', 'onion', 'carrot', 'carrot', 'peeled', 'beans', 'french', 'beans', 'del', 'monte', 'corn', 'kernels', 'boiled', 'tomato', 'laung', 'laung', 'elaichi', 'dalchini', 'chilli', 'haldi', 'haldi', 'chilli', 'length', 'wise', 'curd', 'curd', 'curd', 'whisked', 'garam', 'masala', 'ginger', 'garlic', 'salt', 'ghee', 'basmati', 'rice', 'water', 'min', 'laung', 'laung', 'cardamom', 'elaichi', 'podsseeds', 'elaichi', 'dalchini', 'ginger', 'garlic', 'salt', 'coriander', 'coriander', 'lemon', 'garam', 'masala', 'saffron', 'dissolved', 'milk', 'caramelized', 'onions', 'ghee']","['milk', 'ghee', 'carrot', 'curd', 'corn']",http://www.archanaskitchen.com/aloo-dum-biryani-potato-pilaf-recipe
1480,Malabar Style Dates Coriander Chutney Recipe  Malabar Style Dates Coriander Chutney Recipe,Spicy,0,20,20,4,Vegetarian,Side Dish,Malabar,South West India,dates tamarind chillies mint laung garlic coriander ginger salt,"['dates', 'tamarind', 'chillies', 'mint', 'laung', 'garlic', 'coriander', 'ginger', 'salt']",[],http://www.archanaskitchen.com/malabar-style-dates-coriander-chutney-recipe-in-hindi
1481,Mushroom filled VolauVent Recipe,Savory,180,45,225,4,Vegetarian,Appetizer,French,International,puff pastry sheet button mushroom laung garlic fresh cream sprig fresh thyme chilli flakes lemon juice salt black peppercorns seasoning,"['puff', 'pastry', 'sheet', 'button', 'mushroom', 'laung', 'garlic', 'cream', 'sprig', 'thyme', 'chilli', 'flakes', 'lemon', 'salt', 'peppercorns', 'seasoning']",['mushroom'],http://www.archanaskitchen.com/mushroom-filled-vol-au-vent-recipe
1482,Tomato Poha With Peas Recipe,Tangy,10,10,20,4,Vegetarian,North Indian Breakfast,North Indian Recipes,North India,poha flattened rice green peas matar blanched onion tomato green chilli laung garlic pounded saufseeds saunf pounded mustard hinghing haldi haldi chilli coriander coriander sprig curry coriander coriander garnish sunflower oil lemon juice salt,"['poha', 'flattened', 'rice', 'peas', 'matar', 'blanched', 'onion', 'tomato', 'chilli', 'laung', 'garlic', 'pounded', 'saufseeds', 'saunf', 'pounded', 'mustard', 'hinghing', 'haldi', 'haldi', 'chilli', 'coriander', 'coriander', 'sprig', 'curry', 'coriander', 'coriander', 'oil', 'lemon', 'salt']",['mustard'],https://www.archanaskitchen.com/tomato-poha-with-peas-recipe
1483,Methi Sprouts Salad Recipe  Healthy  Tasty Diabetic Snack,Bitter,15,0,15,4,Diabetic Friendly,Appetizer,Indian,Indian,methi methiseeds sprouts peanut onion tomato sprig coriander coriander salt black pepper lemon juice chaat masala,"['methi', 'methiseeds', 'sprouts', 'peanut', 'onion', 'tomato', 'sprig', 'coriander', 'coriander', 'salt', 'pepper', 'lemon', 'chaat', 'masala']",[],https://www.archanaskitchen.com/methi-sprouts-salad-recipe-healthy-tasty-diabetic-snack
1484,Lebanese Style Caramelized Onion Pilaf with Fried eggs Recipe,Savory,10,30,40,4,Diabetic Friendly,Lunch,Middle Eastern,International,foxtail millet masoor dal corn onion laung garlic elaichi stick dalchini jeera jeera jeera jeera black pepper sugar egg saltand pepper,"['foxtail', 'millet', 'masoor', 'dal', 'corn', 'onion', 'laung', 'garlic', 'elaichi', 'dalchini', 'jeera', 'jeera', 'jeera', 'jeera', 'pepper', 'sugar', 'egg', 'saltand', 'pepper']",['corn'],http://www.archanaskitchen.com/lebanese-style-caramelized-onion-pilaf-with-fried-eggs-recipe
1485,Thai Style Paneer Toast Recipe,Spicy,10,30,40,4,Non Vegeterian,World Breakfast,Thai,International,wheat brown bread egg paneer paneer crumbled salt soy sauce sprig coriander coriander green chilli laung garlic coriander coriander black peppercorns sesame til fresh chillies sprig coriander coriander,"['wheat', 'brown', 'bread', 'egg', 'paneer', 'paneer', 'crumbled', 'salt', 'soy', 'sprig', 'coriander', 'coriander', 'chilli', 'laung', 'garlic', 'coriander', 'coriander', 'peppercorns', 'sesame', 'til', 'chillies', 'sprig', 'coriander', 'coriander']","['sesame', 'paneer']",http://www.archanaskitchen.com/thai-style-paneer-toast-recipe
1486,Sprouted Moong Chaat Recipe,Spicy,25,10,35,4,Vegetarian,Snack,North Indian Recipes,North India,sunflower oil mustard jeera jeera ginger green chillies haldi haldi sprig curry green moong sprouts sprig mint mint saltto sprig coriander coriander juice from one lemon sprig coriander coriander mint mint green chilli ginger laung garlic almond almond lemon juice jaggery salt onion tomato fresh pomegranate fruit kernels sprig coriander coriander chaat masala sprinkling,"['oil', 'mustard', 'jeera', 'jeera', 'ginger', 'chillies', 'haldi', 'haldi', 'sprig', 'curry', 'moong', 'sprouts', 'sprig', 'mint', 'mint', 'saltto', 'sprig', 'coriander', 'coriander', 'from', 'one', 'lemon', 'sprig', 'coriander', 'coriander', 'mint', 'mint', 'chilli', 'ginger', 'laung', 'garlic', 'almond', 'almond', 'lemon', 'jaggery', 'salt', 'onion', 'tomato', 'pomegranate', 'fruit', 'kernels', 'sprig', 'coriander', 'coriander', 'chaat', 'masala', 'sprinkling']",['mustard'],https://www.archanaskitchen.com/sprouted-moong-chaat-recipe
1487,Hunase Saaru Recipe  Mysore Style Spicy Tamarind Rasam,Spicy,10,20,30,2,Vegetarian,Dinner,Karnataka,South India,tamarind pulped you can also try this preparing tamarind water jeera jeera mustard hinghing curry chillies rasam chilly jaggery powdered salt ghee,"['tamarind', 'pulped', 'you', 'can', 'also', 'try', 'this', 'preparing', 'tamarind', 'water', 'jeera', 'jeera', 'mustard', 'hinghing', 'curry', 'chillies', 'rasam', 'chilly', 'jaggery', 'salt', 'ghee']","['ghee', 'mustard']",https://www.archanaskitchen.com/hunase-saaru-recipe-mysore-style-spicy-tamarind-rasam
1488,Eggless Custard Cookie Recipe,Sweet,15,45,60,4,Vegetarian,Snack,Continental,International,purpose flour maida vanilla custard baking icing sugar butter vanilla extract,"['flour', 'maida', 'vanilla', 'custard', 'baking', 'sugar', 'butter', 'vanilla']",['butter'],http://www.archanaskitchen.com/egg-free-custard-cookie-biscuit-recipe
1489,Egg Dosa Recipe,Savory,10,18,28,4,Non Vegeterian,South Indian Breakfast,South Indian Recipes,South India,rice urad dal chana dal bengal dal methi methiseeds instant oats oatmeal salt water grinding egg onion coriander coriander green chillies sunflower oil drizzling,"['rice', 'urad', 'dal', 'chana', 'dal', 'gram', 'dal', 'methi', 'methiseeds', 'instant', 'oats', 'oatmeal', 'salt', 'water', 'grinding', 'egg', 'onion', 'coriander', 'coriander', 'chillies', 'oil', 'drizzling']",[],http://www.archanaskitchen.com/egg-dosa-recipe
1490,Sweet Potato Balls Recipe Stuffed With Cheesy Garlic Mayo Recipe,Sweet,30,30,60,4,Non Vegeterian,South Indian Breakfast,Appetizer,Other,potatoes large one sprigs coriander coriander chilli jeera jeera amchur mango rice flour corn flour wheat bread crumbs salt del monte cheesy garlic mayo black peppercorns coarsely pounded sunflower oil deep,"['potatoes', 'large', 'one', 'sprigs', 'coriander', 'coriander', 'chilli', 'jeera', 'jeera', 'amchur', 'mango', 'rice', 'flour', 'corn', 'flour', 'wheat', 'bread', 'crumbs', 'salt', 'del', 'monte', 'cheesy', 'garlic', 'mayo', 'peppercorns', 'coarsely', 'pounded', 'oil', 'deep']","['mango', 'corn']",https://www.archanaskitchen.com/sweet-potato-balls-recipe-stuffed-with-cheesy-garlic-mayo
1491,Baked Palak Ki Mathri Recipe (Baked Spinach Spicy TeaTime Crackers),Spicy,20,40,60,4,Vegetarian,Snack,Indian,Indian,wheat flour rava rava rava ghee ajwain carom salt spinach palak,"['wheat', 'flour', 'rava', 'rava', 'rava', 'ghee', 'ajwain', 'carom', 'salt', 'spinach', 'palak']",['ghee'],https://www.archanaskitchen.com/baked-palak-ki-mathri-recipe-baked-spinach-spicy-tea-time-crackers
1492,Mixed Vegetable Handi Recipe,Spicy,20,25,45,4,Vegetarian,Lunch,North Indian Recipes,North India,sunflower oil jeera jeera bay tej patta onion ginger garlic green chilli tomato cashew nuts kashmiri chilli haldi haldi garam masala coriander coriander butter salt carrots carrot corn green peas matar green beans french beans green bell pepper capsicum cauliflower gobi button mushroom paneer paneer cubed water curd curd curd fresh cream kasuri methi dried methileaves coriander coriander mint mint lemon juice,"['oil', 'jeera', 'jeera', 'bay', 'tej', 'patta', 'onion', 'ginger', 'garlic', 'chilli', 'tomato', 'cashew', 'nuts', 'chilli', 'haldi', 'haldi', 'garam', 'masala', 'coriander', 'coriander', 'butter', 'salt', 'carrots', 'carrot', 'corn', 'peas', 'matar', 'beans', 'french', 'beans', 'bell', 'pepper', 'capsicum', 'cauliflower', 'gobi', 'button', 'mushroom', 'paneer', 'paneer', 'cubed', 'water', 'curd', 'curd', 'curd', 'cream', 'kasuri', 'methi', 'methileaves', 'coriander', 'coriander', 'mint', 'mint', 'lemon']","['paneer', 'butter', 'mushroom', 'carrot', 'curd', 'corn']",http://www.archanaskitchen.com/mixed-vegetable-handi-recipe
1493,Aloo Matar Sabzi Recipe  Potato Pea Vegetable Recipe,Spicy,4,40,44,4,Vegetarian,Side Dish,Punjabi,North India,potatoes green peas steam onion ginger tomato puree jeera green chillies straight it garam masala haldi chilli kasoori methi salt sugar nutralite classic spread usage,"['potatoes', 'peeled', 'peas', 'steam', 'onion', 'ginger', 'tomato', 'jeera', 'chillies', 'straight', 'it', 'garam', 'masala', 'haldi', 'chilli', 'kasoori', 'methi', 'salt', 'sugar', 'nutralite', 'classic', 'spread', 'usage']",[],https://www.archanaskitchen.com/aloo-matar-sabzi-recipe-potatoes-peas-in-tomato-gravy-in-hindi
1494,Frozen Royal Crumb Recipe,Savory,10,30,40,3,Vegetarian,Dessert,North Indian Recipes,North India,wheat brown bread round shape sugar water ghee deep milk condensed milk sweetened thandai masala almond almond pistachios,"['wheat', 'brown', 'bread', 'round', 'shape', 'sugar', 'water', 'ghee', 'deep', 'milk', 'condensed', 'milk', 'sweetened', 'thandai', 'masala', 'almond', 'almond', 'pistachios']","['ghee', 'milk']",https://www.archanaskitchen.com/thandai-shahi-tukda-recipe
1495,Macha Mahura Recipe  Odia Style Fish Curry With Vegetables,Spicy,10,20,30,4,High Protein Non Vegetarian,Dinner,Oriya Recipes,East India,kaddu parangikai pumpkin colocasia root arbi elephant yam suransenairatalu plantain stem kala chana brown chickpeas badi wadi fried rohu fish coriander coriander saufseeds saunf laung laung jeera jeera black peppercorns elaichi stick dalchini haldi haldi panch phoran masala onion ginger garlic salt sunflower oil water,"['kaddu', 'parangikai', 'pumpkin', 'colocasia', 'root', 'arbi', 'elephant', 'yam', 'suransenairatalu', 'plantain', 'stem', 'chana', 'brown', 'chickpeas', 'badi', 'wadi', 'fried', 'rohu', 'fish', 'coriander', 'coriander', 'saufseeds', 'saunf', 'laung', 'laung', 'jeera', 'jeera', 'peppercorns', 'elaichi', 'dalchini', 'haldi', 'haldi', 'panch', 'phoran', 'masala', 'onion', 'ginger', 'garlic', 'salt', 'oil', 'water']",['fish'],https://www.archanaskitchen.com/macha-mahura-recipe-odia-style-fish-curry-with-vegetables
1496,Amarod Wright Recipe  Guava Wright,Tangy,15,0,15,4,Vegetarian,Side Dish,Indian,Indian,guava curd curd curd salt mustard urad dal sprig curry chilli hinghing sunflower oil,"['guava', 'curd', 'curd', 'curd', 'salt', 'mustard', 'urad', 'dal', 'sprig', 'curry', 'chilli', 'hinghing', 'oil']","['mustard', 'curd']",http://www.archanaskitchen.com/amrood-raita-recipe-guava-raita
1497,Roasted Pumpkin Spinach and Walnut Spaghetti Recipe,Savory,10,25,35,2,Vegetarian,Dinner,Italian Recipes,International,spaghetti pasta laung garlic olive oil chilli flakes herbs dried kaddu parangikai pumpkin skin spinach palak walnut roasted salt,"['spaghetti', 'pasta', 'laung', 'garlic', 'olive', 'oil', 'chilli', 'flakes', 'herbs', 'kaddu', 'parangikai', 'pumpkin', 'skin', 'peeled', 'spinach', 'palak', 'walnut', 'salt']",['walnut'],http://www.archanaskitchen.com/roasted-pumpkin-spinach-and-walnut-spaghetti-recipe
1498,Oat Banana Pancakes Recipe,Sweet,15,20,35,10,Vegetarian,World Breakfast,Continental,International,instant oats oatmeal baking soda ripe bananas spotty baking vanilla extract salt buttermilk slightly sugar butter coconut oil strawberries chocolate sauce,"['instant', 'oats', 'oatmeal', 'baking', 'soda', 'bananas', 'spotty', 'baking', 'vanilla', 'salt', 'buttermilk', 'slightly', 'sugar', 'butter', 'coconut', 'oil', 'cook', 'strawberries', 'chocolate']",['butter'],https://www.archanaskitchen.com/oat-banana-pancakes-recipe
1499,Mutton Dum Biryani Recipe,Spicy,30,60,90,4,Non Vegeterian,Lunch,North Indian Recipes,North India,onions ginger garlic laung green chillies bay tej patta torn cardamom elaichi podsseeds elaichi stick laung laung basmati rice washed minutes salt mutton curry hung curd greek curd ginger garlic chilli haldi haldi garam masala salt bay tej patta elaichi stick dalchini laung laung mace javitri dagad phool pathar phoolblack stone flower chilli garam masala tomato mint mint salt milk saffron strands sunflower oil ghee wheat flour sealing the vessel,"['onions', 'ginger', 'garlic', 'laung', 'chillies', 'bay', 'tej', 'patta', 'torn', 'cardamom', 'elaichi', 'podsseeds', 'elaichi', 'laung', 'laung', 'basmati', 'rice', 'minutes', 'salt', 'mutton', 'curry', 'curd', 'curd', 'ginger', 'garlic', 'chilli', 'haldi', 'haldi', 'garam', 'masala', 'salt', 'bay', 'tej', 'patta', 'elaichi', 'dalchini', 'laung', 'laung', 'mace', 'javitri', 'dagad', 'phool', 'pathar', 'phoolblack', 'stone', 'flower', 'chilli', 'garam', 'masala', 'tomato', 'mint', 'mint', 'salt', 'milk', 'saffron', 'oil', 'ghee', 'wheat', 'flour', 'sealing', 'the', 'vessel']","['ghee', 'milk', 'curd']",https://www.archanaskitchen.com/mutton-dum-biryani-recipe
1500,Pita Saga Bati Basa Recipe,Savory,10,15,25,2,Vegetarian,Dinner,Oriya Recipes,East India,pita saga glinus oppositifolius potato aloo tomato onion brinjal baingan eggplant laung garlic green chillies badi wadi sun dried lentil dumpling mustard jeera jeera haldi haldi salt mustard oil,"['pita', 'saga', 'glinus', 'oppositifolius', 'potato', 'aloo', 'tomato', 'onion', 'brinjal', 'baingan', 'eggplant', 'laung', 'garlic', 'chillies', 'badi', 'wadi', 'sun', 'lentil', 'dumpling', 'mustard', 'jeera', 'jeera', 'haldi', 'haldi', 'salt', 'mustard', 'oil']","['eggplant', 'brinjal', 'mustard']",https://www.archanaskitchen.com/pita-saga-bati-basa-recipe
1501,Mint Coriander Spice Pulao Recipe,Spicy,5,20,25,4,Vegetarian,Main Course,Indian,Indian,rice washed coriander coriander ghee mint mint star anise saufseeds saunf bay tej patta elaichi stick dalchini,"['rice', 'coriander', 'coriander', 'ghee', 'mint', 'mint', 'star', 'anise', 'saufseeds', 'saunf', 'bay', 'tej', 'patta', 'elaichi', 'dalchini']",['ghee'],http://www.archanaskitchen.com/mint-coriander-spice-pulao-recipe
1502,Maharashtrian Green Chilli Thecha Recipe,Spicy,10,5,15,4,Vegetarian,Side Dish,Maharashtrian Recipes,West India,green chillies laung garlic sunflower oil mustard hinghing salt,"['chillies', 'laung', 'garlic', 'oil', 'mustard', 'hinghing', 'salt']",['mustard'],https://www.archanaskitchen.com/maharashtra-green-chilli-thecha-recipe
1503,Tart Provencal With Ratatouille Recipe,Savory,55,80,135,4,Vegetarian,Lunch,French,International,purpose flour maida butter chilled salt if using unsalted butter water temperature be cold japanese eggplant half green zucchini half zucchini half bell pepper capsicum bell pepper capsicum onion laung garlic tomato blanched crushed tomato puree sprig fresh thyme parsley marjoram sugar olive oil black peppercorns paprika gruyere cheese cheddar salt,"['flour', 'maida', 'butter', 'chilled', 'salt', 'if', 'using', 'butter', 'water', 'be', 'cold', 'japanese', 'eggplant', 'half', 'zucchini', 'half', 'zucchini', 'half', 'bell', 'pepper', 'capsicum', 'bell', 'pepper', 'capsicum', 'onion', 'laung', 'garlic', 'minced', 'tomato', 'blanched', 'peeled', 'tomato', 'sprig', 'thyme', 'parsley', 'marjoram', 'sugar', 'olive', 'oil', 'peppercorns', 'paprika', 'gruyere', 'cheese', 'cheddar', 'salt']","['butter', 'eggplant', 'cheese']",http://www.archanaskitchen.com/tart-provencal-made-with-ratatouille-recipe
1504,Chettinad Kathirikai Chops Recipe  Brinjal Curry for Biryani,Spicy,20,20,40,3,Vegetarian,Main Course,Chettinad,South India,brinjal baingan eggplant haldi haldi garam masala chilli jaggery tamarind tomato salt black sesame peanut peanut jeera jeera ginger laung garlic onions green chillies gingelly oil mustard hinghing sprig curry,"['brinjal', 'baingan', 'eggplant', 'haldi', 'haldi', 'garam', 'masala', 'chilli', 'jaggery', 'tamarind', 'tomato', 'salt', 'sesame', 'peanut', 'peanut', 'jeera', 'jeera', 'ginger', 'laung', 'garlic', 'onions', 'chillies', 'gingelly', 'oil', 'mustard', 'hinghing', 'sprig', 'curry']","['sesame', 'eggplant', 'brinjal', 'mustard']",https://www.archanaskitchen.com/chettinad-kathirikai-chops-recipe-brinjal-curry-for-biryanis
1505,Shanghai Style Mantou Recipe  Pan Fried Momos,Savory,10,30,40,4,Vegetarian,Appetizer,Chinese,International,purpose flour maida salt vegetable water will also do chilli sauce laung garlic ginger bell pepper capsicum broccoli tiny florets sprig spring onion bulb greens hoisin sauce salt black pepper seasoning,"['flour', 'maida', 'salt', 'vegetable', 'water', 'will', 'also', 'do', 'chilli', 'laung', 'garlic', 'ginger', 'bell', 'pepper', 'capsicum', 'broccoli', 'tiny', 'florets', 'sprig', 'spring', 'onion', 'bulb', 'greens', 'hoisin', 'salt', 'pepper', 'seasoning']",[],https://www.archanaskitchen.com/shanghai-mantou-recipe-pan-fried-filled-momo-recipe
1506,Karnataka Style Southekayi Sippe Chutney Recipe (Mangalore Cucumber Peel Chutney Recipe),Spicy,10,10,20,4,Vegetarian,Side Dish,Karnataka,South India,mangalorean cucumber peel removed fresh coconut chillies urad dal chana dal bengal dal tamarind jaggery sunflower oil mustard sprig curry,"['mangalorean', 'cucumber', 'peel', 'removed', 'coconut', 'chillies', 'urad', 'dal', 'chana', 'dal', 'gram', 'dal', 'tamarind', 'jaggery', 'oil', 'mustard', 'sprig', 'curry']",['mustard'],https://www.archanaskitchen.com/karnataka-style-southekayi-seppe-chutney-recipe-mangalore-cucumber-peel-chutney-recipe
